sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10
0.369,4.407,8.347,5.464,1.472,1.551,3.796,25.178,27.876,25.279
0.267,4.716,5.145,3.090,11.761,9.642,10.467,4.039,0.240,9.909
41.976,4.279,9.035,12.218,36.069,6.737,3.821,34.413,9.121,9.631
2.971,14.599,32.955,8.202,8.323,0.034,32.209,18.221,31.714,10.228
8.277,19.533,24.157,18.246,0.124,2.700,16.480,16.414,12.037,42.853
0.616,36.142,8.147,29.978,3.898,11.479,15.642,1.002,23.863,12.584
5.015,14.682,15.221,6.983,28.231,10.548,10.299,20.461,9.881,17.445
25.804,25.046,3.102,1.217,17.439,14.312,3.006,0.937,31.888,13.103
32.524,24.263,22.173,4.021,0.881,13.276,14.038,5.201,9.163,6.275
13.554,5.978,16.052,10.523,24.094,8.282,12.126,12.797,41.043,28.298
39.636,18.649,46.966,2.468,22.312,26.978,21.443,7.879,8.649,3.311
25.943,16.817,3.737,1.778,4.197,1.215,3.252,2.853,26.538,0.595
26.919,1.845,33.811,9.253,4.771,40.570,32.986,12.531,4.631,33.887
22.829,47.166,11.022,23.887,9.479,7.581,15.967,0.963,12.388,2.723
0.387,32.996,18.374,2.055,30.053,9.300,9.232,23.968,21.867,3.686
11.107,5.117,23.829,22.914,6.438,1.849,6.888,3.819,13.236,0.537
24.312,16.351,9.463,16.466,2.773,0.071,7.498,17.224,7.286,7.022
20.058,27.707,7.945,17.973,21.456,24.566,6.674,0.777,11.624,40.225
0.183,7.246,22.544,36.233,26.447,7.035,6.641,8.112,6.808,37.940
21.117,14.541,41.376,8.000,17.611,27.325,1.159,39.573,1.888,19.293
2.588,10.594,0.574,22.732,13.504,17.802,0.354,3.129,12.056,18.589
14.086,24.150,9.486,38.683,8.546,1.124,13.068,30.904,19.327,18.644
15.999,17.241,3.351,6.267,40.022,4.838,2.075,6.517,13.790,30.203
5.796,0.952,13.251,1.954,12.502,25.997,23.751,24.455,10.605,6.088
22.241,6.313,25.893,3.029,2.392,37.683,9.293,20.882,24.299,27.426
20.237,9.552,5.657,2.836,1.581,6.269,25.920,4.877,4.472,21.175
1.238,10.907,21.710,25.047,7.905,30.511,6.848,22.838,1.451,3.360
0.574,12.177,2.015,7.169,8.447,21.777,2.262,7.550,3.373,39.911
10.631,4.560,6.680,27.136,3.509,2.895,13.546,20.448,4.061,4.931
10.695,6.752,0.381,8.062,10.475,0.593,36.969,3.392,14.211,5.215
8.042,2.543,45.829,3.234,26.899,27.340,0.400,19.590,2.549,19.555
2.208,14.606,23.413,7.729,2.116,18.515,0.288,13.742,26.998,6.741
0.488,1.331,10.844,22.573,26.039,10.337,31.263,1.958,9.936,5.920
20.531,0.582,17.034,16.919,0.023,10.935,0.374,26.730,3.727,9.755
13.179,0.110,9.784,6.253,0.581,0.877,2.419,10.108,12.135,9.737
1.206,1.500,1.060,22.831,3.447,43.408,7.377,11.762,0.094,13.495
12.484,11.659,5.407,27.506,20.815,10.743,6.403,2.428,3.879,5.236
27.474,7.655,0.504,32.210,17.878,0.070,7.196,21.382,0.251,3.746
1.606,5.396,5.576,29.601,26.690,15.212,41.998,9.520,34.500,4.898
6.664,5.243,8.711,0.298,6.746,9.074,3.896,7.716,2.245,3.118
4.810,11.717,34.876,16.049,9.102,6.599,9.983,22.274,5.816,22.688
31.026,8.513,28.592,24.510,8.473,6.504,1.552,21.645,2.675,12.257
26.717,8.984,22.408,13.820,5.860,1.557,12.042,1.766,7.938,1.191
8.983,2.276,22.813,37.617,34.252,7.599,5.399,2.586,9.136,11.376
20.637,0.334,2.093,1.514,0.531,7.218,0.510,15.990,6.797,2.660
31.136,12.185,1.011,16.960,3.929,17.923,3.748,19.581,3.921,0.218
17.664,11.851,9.369,21.455,1.915,18.802,26.379,15.459,16.912,9.286
29.493,17.154,0.896,3.620,18.639,0.967,3.100,12.010,4.782,8.231
1.734,9.707,8.694,0.876,2.115,7.949,32.623,8.715,22.351,19.130
7.793,4.072,9.033,2.712,32.097,16.784,13.096,29.097,8.908,15.656
7.573,5.117,11.659,5.599,16.152,5.439,12.797,4.145,0.518,2.184
2.862,14.685,0.635,10.296,9.026,20.158,32.980,8.744,2.041,5.373
0.275,19.980,3.408,43.784,28.182,35.111,25.402,0.146,7.702,9.790
14.447,2.675,14.142,5.711,27.195,11.778,10.728,1.551,0.069,3.496
8.043,2.707,7.749,4.850,3.670,7.974,0.687,15.387,2.004,0.738
0.674,3.481,18.131,0.031,19.700,1.768,22.200,4.448,13.512,4.823
29.436,1.072,9.074,3.801,12.212,4.256,5.249,1.073,7.096,2.096
1.361,11.211,4.592,2.357,0.380,3.648,21.024,2.320,2.697,3.000
14.952,25.351,9.939,9.751,13.977,6.409,11.648,6.614,8.303,19.822
31.117,8.424,7.374,1.974,4.931,20.954,23.534,8.666,23.557,1.207
0.896,1.085,5.082,36.963,7.056,0.703,3.292,1.547,33.747,37.890
26.893,2.529,6.999,19.825,9.257,10.825,1.715,6.280,4.556,7.277
30.395,4.486,14.814,10.376,10.196,12.347,32.393,0.689,6.070,2.989
3.614,15.917,13.446,2.569,0.321,8.006,25.170,32.549,6.974,0.814
9.389,30.404,10.695,33.174,1.674,1.138,2.612,34.560,20.252,32.355
36.181,5.986,11.013,3.033,27.678,2.212,12.557,10.761,4.315,42.015
41.763,1.285,20.831,3.618,1.257,34.008,0.856,2.123,0.930,3.501
10.774,23.164,9.264,0.567,21.958,20.229,8.256,33.138,5.697,0.521
25.612,7.383,9.985,32.230,16.548,37.362,2.616,10.145,9.657,21.170
1.503,23.659,16.834,4.338,1.144,3.715,17.941,23.365,3.427,0.848
0.927,19.473,4.828,13.936,4.410,1.241,2.065,24.596,34.165,19.624
15.771,10.417,4.394,1.056,31.160,2.317,3.414,2.312,9.499,2.875
16.668,11.207,0.766,17.002,20.429,36.325,40.723,0.942,32.206,27.409
17.135,7.332,29.877,17.391,0.260,13.065,33.782,8.403,1.594,9.587
6.280,9.169,28.442,6.477,27.280,15.103,16.680,19.023,16.932,32.196
1.308,1.930,2.726,36.134,7.290,2.220,14.993,27.138,7.777,31.972
3.085,12.251,22.807,4.405,9.538,46.147,32.911,18.690,1.184,1.485
18.749,4.346,4.752,1.051,7.119,29.349,2.109,27.936,24.568,3.192
3.954,44.591,16.653,20.288,23.712,0.110,12.781,4.820,10.997,2.596
11.987,18.001,8.317,8.098,0.547,0.566,18.381,0.611,15.204,2.226
20.592,15.236,8.698,14.511,2.978,8.151,36.254,0.882,27.163,27.908
7.944,1.048,3.102,9.394,13.831,13.524,2.177,0.714,3.564,6.490
2.672,4.404,13.150,10.637,19.317,7.335,25.363,4.892,0.988,41.786
26.544,12.705,23.325,12.710,35.520,18.271,10.472,21.466,15.844,1.227
29.546,0.431,23.906,25.759,16.968,5.896,7.825,1.940,29.588,12.853
3.430,3.797,13.847,4.885,6.099,1.158,12.387,15.345,0.339,2.818
0.112,29.515,0.134,22.293,0.011,5.256,9.162,0.024,1.272,3.123
38.912,2.588,17.985,2.675,5.595,1.916,13.119,24.448,16.064,4.373
2.609,4.500,8.543,7.806,34.082,0.350,27.887,21.048,8.426,16.347
2.858,2.930,1.626,12.325,8.377,14.051,12.996,0.559,22.947,0.056
3.349,33.837,7.025,12.866,0.261,11.164,16.571,11.392,1.057,1.779
2.896,6.097,40.114,10.884,1.497,39.743,15.616,2.182,1.062,4.999
1.771,28.594,0.591,0.731,17.339,0.479,25.047,16.401,25.587,1.558
3.037,18.863,10.921,22.577,3.131,18.958,4.837,2.192,11.452,13.400
0.213,35.518,2.593,0.521,6.265,7.213,1.095,38.401,0.598,10.567
3.699,16.696,23.741,3.637,8.572,2.566,25.354,2.995,0.211,11.192
13.882,15.797,25.215,11.075,5.749,14.938,28.523,1.087,43.413,6.540
24.906,38.112,19.615,21.738,0.330,3.767,18.818,8.575,4.387,0.252
22.835,14.870,5.192,15.968,15.898,1.189,16.096,33.066,35.894,20.683
2.147,13.972,0.275,8.119,1.590,7.556,37.278,25.081,1.360,2.984
17.167,0.598,16.892,19.453,32.855,11.400,26.971,0.900,11.655,2.820
3.768,19.591,17.978,34.501,27.797,0.245,12.120,13.706,2.763,2.839
8.910,0.058,10.406,6.062,8.001,29.433,20.478,6.009,1.371,23.788
12.814,12.154,12.077,22.050,29.621,1.056,4.593,0.452,26.011,9.917
2.474,13.476,12.436,7.409,18.241,31.946,34.501,9.905,26.393,15.001
9.036,13.458,26.253,6.818,7.905,4.926,33.862,4.948,29.797,3.326
16.537,20.278,1.644,1.529,0.843,3.196,0.503,1.572,1.068,18.881
31.785,10.441,25.651,32.329,24.314,17.492,0.847,8.261,23.573,11.125
4.710,28.864,19.862,7.982,12.410,35.988,22.040,22.863,41.255,23.415
1.263,1.802,14.622,13.770,14.235,15.960,32.444,47.424,1.696,32.393
1.558,5.976,40.355,23.934,4.877,36.297,17.209,3.559,1.335,10.661
13.396,9.893,2.270,18.813,0.763,3.332,27.182,8.527,16.939,2.594
15.320,7.382,1.898,11.675,2.950,7.196,12.991,1.231,8.661,17.403
2.435,8.968,1.613,16.807,0.154,9.166,0.369,15.864,6.125,1.016
10.033,11.803,25.025,9.168,24.510,7.507,14.115,0.391,10.224,4.323
19.773,5.135,11.978,1.668,9.203,37.822,8.918,2.506,11.504,2.616
6.553,35.507,4.048,2.143,3.327,28.533,0.913,8.819,21.585,25.468
21.513,1.950,1.343,0.054,0.102,0.616,10.886,2.558,0.159,42.613
4.896,10.807,16.145,2.184,22.389,14.205,1.722,19.993,36.476,9.902
6.796,17.257,37.907,3.391,42.301,3.260,25.925,26.867,13.296,13.105
32.871,0.547,5.599,12.115,23.381,3.684,2.065,24.765,16.793,15.867
0.251,9.876,13.803,22.290,0.207,21.307,5.917,0.655,10.602,8.412
27.374,10.930,14.127,30.835,28.533,4.980,31.364,10.190,7.540,13.054
4.314,24.700,7.656,23.041,30.272,3.337,27.753,0.448,0.168,43.354
15.458,31.022,14.037,12.758,13.173,11.852,5.780,42.000,2.536,27.991
43.942,8.593,42.796,4.497,15.395,20.267,28.242,5.192,22.503,9.867
10.078,6.122,17.877,7.507,1.397,0.529,3.359,26.015,16.187,3.729
11.075,2.541,27.745,1.777,17.638,1.009,13.848,38.506,21.003,26.124
8.657,9.436,10.548,26.377,9.490,23.849,23.883,1.212,4.143,11.840
9.277,1.941,14.692,2.721,5.101,21.661,20.752,34.086,10.405,16.077
13.180,6.155,6.211,2.652,20.846,9.485,3.585,2.273,37.438,2.939
33.224,10.562,0.110,1.137,0.750,12.904,11.697,34.718,1.883,10.801
15.764,16.952,5.478,12.727,21.467,1.075,9.837,11.474,21.661,1.368
9.396,2.984,5.868,25.173,18.003,19.952,36.188,0.794,3.318,32.713
38.996,1.960,29.165,1.536,22.868,2.008,1.063,4.061,8.018,18.290
5.464,10.209,14.230,12.864,29.421,19.273,13.918,0.856,10.539,21.579
34.204,37.275,3.141,6.907,1.646,3.732,18.102,27.910,19.988,4.693
1.217,16.415,22.785,27.830,33.482,4.806,1.931,31.497,32.208,1.839
10.841,19.371,26.038,7.207,2.693,3.913,1.156,17.775,0.371,38.407
22.200,21.760,31.200,18.447,4.678,1.040,21.609,23.002,22.270,0.247
3.031,8.071,43.840,12.149,4.265,2.933,7.328,14.371,7.705,37.275
12.524,10.128,3.373,19.822,3.853,0.125,27.547,14.392,5.047,17.850
1.692,42.001,1.256,17.228,26.818,35.673,5.043,42.146,6.702,4.309
3.626,13.278,1.067,0.576,1.296,24.345,25.022,17.972,8.560,3.519
14.762,11.736,17.868,0.105,3.324,1.962,33.839,26.150,14.204,8.325
1.002,16.153,16.671,16.222,17.213,32.476,0.821,23.341,11.450,17.001
12.901,10.231,14.598,1.968,4.246,3.979,0.290,15.807,10.728,20.074
6.052,0.340,31.201,13.097,17.971,0.366,2.569,11.681,5.397,2.364
5.400,2.877,31.899,21.333,2.116,30.265,4.632,28.780,4.204,7.044
3.978,8.401,17.468,30.706,12.283,7.149,3.703,1.990,28.429,8.623
2.049,2.331,28.802,5.991,19.199,6.518,25.664,35.799,30.360,33.559
21.338,9.010,3.758,0.792,6.600,5.214,6.691,1.021,6.039,17.759
1.175,9.161,0.576,5.811,16.927,5.179,5.790,1.441,22.216,26.144
5.934,4.219,13.102,19.136,8.089,38.580,15.332,13.258,2.999,47.383
41.189,36.305,5.819,5.617,14.351,0.537,1.680,7.640,10.408,2.433
24.509,7.746,21.841,23.294,4.552,35.338,2.576,31.897,2.799,3.343
2.095,29.583,20.660,13.390,7.428,14.487,5.995,5.354,6.688,30.564
12.724,10.874,1.763,3.420,15.162,13.912,14.482,11.083,47.416,4.355
6.509,6.840,2.120,26.066,16.710,1.210,6.437,5.716,12.631,2.664
21.757,17.864,0.198,47.696,3.385,28.018,27.212,10.344,3.245,6.675
1.666,0.460,21.764,5.563,22.628,13.252,28.615,6.568,10.630,22.660
25.558,4.496,7.051,13.872,7.005,11.929,11.546,0.863,21.455,0.241
7.246,40.435,15.694,2.330,24.556,1.711,1.036,15.870,1.842,1.214
21.248,6.805,15.141,7.555,41.613,35.284,27.879,16.544,6.480,12.079
14.958,8.683,15.946,5.783,5.528,17.785,13.782,1.449,2.602,44.689
21.311,11.960,8.860,2.841,5.558,11.516,7.098,23.605,1.829,6.499
1.385,23.606,31.598,27.540,9.736,19.431,16.531,9.530,1.832,27.309
23.744,7.559,31.333,7.463,11.990,15.111,1.700,18.430,18.518,36.945
6.027,10.275,31.340,11.160,16.409,29.322,20.188,16.648,0.484,30.405
15.825,1.572,2.107,24.943,12.995,26.939,3.504,14.789,13.618,25.381
2.505,33.747,10.187,19.834,1.532,3.254,14.185,3.004,28.802,18.125
23.785,23.921,9.280,16.813,11.903,7.622,33.226,11.979,9.879,2.438
2.705,13.808,1.134,0.403,2.747,7.706,13.124,9.939,0.960,20.952
1.506,0.794,29.289,4.850,4.197,25.537,2.500,10.252,26.015,10.314
15.556,11.287,19.593,17.551,16.548,6.573,10.937,1.693,32.443,9.262
18.299,4.297,27.504,0.685,4.465,8.319,18.568,15.588,11.779,4.665
2.248,1.874,27.050,5.699,4.081,1.233,8.860,8.056,0.419,39.900
22.174,24.802,9.126,2.147,2.023,2.421,0.045,10.805,15.829,11.036
4.979,17.973,2.198,0.548,13.531,9.623,11.050,0.242,1.788,2.044
8.607,2.583,21.045,28.580,10.356,7.865,7.261,5.823,11.900,14.466
22.978,10.190,6.350,2.588,2.556,13.306,16.716,25.712,42.126,3.889
5.061,22.459,7.550,15.354,0.718,1.904,13.935,3.613,6.681,20.531
3.859,25.140,0.210,7.845,33.292,15.932,11.784,1.102,4.696,5.214
11.369,0.936,32.408,0.383,25.043,6.485,3.365,26.256,8.310,10.238
2.918,15.593,1.065,23.067,5.508,10.166,21.660,16.310,0.705,0.639
1.770,0.088,10.781,15.080,17.194,27.128,20.614,3.564,17.523,8.050
3.864,0.719,8.163,43.535,6.442,21.887,7.970,19.792,2.149,1.005
7.350,9.333,9.012,4.556,28.129,11.038,9.904,11.529,2.459,15.190
12.716,5.238,0.404,16.918,16.769,2.778,14.070,1.087,17.295,18.845
6.945,25.355,10.136,24.426,0.193,8.184,8.078,6.573,2.614,3.370
22.288,4.164,9.491,26.110,10.194,2.141,13.623,1.684,21.537,4.917
8.652,6.239,15.981,25.533,43.432,4.645,8.241,21.294,19.437,20.195
6.735,33.409,1.211,24.497,14.611,23.111,4.731,3.866,7.182,32.179
11.694,10.231,22.455,0.258,23.556,0.534,10.278,6.062,38.625,1.378
22.584,10.880,0.430,4.510,11.648,3.331,4.431,5.099,1.898,11.768
0.244,18.588,23.924,12.560,14.889,3.957,2.418,18.942,30.865,0.741
8.652,21.686,1.732,14.134,0.055,14.121,5.838,1.742,5.979,4.450
19.339,3.156,0.671,15.764,8.321,9.984,2.167,17.955,26.804,6.757
4.637,7.938,4.617,26.462,40.667,0.174,7.987,21.635,20.596,4.647
29.338,2.833,5.258,13.611,16.347,5.540,13.067,3.595,11.772,7.716
4.682,14.841,7.626,35.361,25.878,43.693,4.288,5.133,22.563,19.541
39.837,7.309,27.779,2.110,2.174,6.516,5.206,6.917,7.166,0.307
26.281,27.448,11.754,9.525,1.230,7.764,5.877,31.284,0.152,11.670
23.441,3.924,11.108,5.776,12.599,11.815,21.062,1.944,7.477,27.012
18.635,1.944,23.290,21.028,15.055,10.532,8.092,0.896,4.073,0.929
2.017,8.273,22.242,16.724,9.049,20.317,0.360,33.570,12.365,34.575
43.561,11.747,4.416,22.954,26.277,6.549,15.429,3.009,0.131,2.834
1.658,26.907,2.963,8.144,8.938,3.718,3.538,4.800,34.175,13.649
2.432,21.561,13.087,14.478,15.986,17.800,0.894,1.620,36.881,8.068
34.608,9.703,17.918,1.196,1.070,4.895,1.038,2.541,1.076,4.147
33.021,10.274,6.155,40.888,16.148,4.179,28.417,1.374,15.365,3.682
20.126,12.065,3.965,22.248,42.293,32.956,6.158,2.363,1.383,1.441
33.581,3.288,20.988,24.798,5.788,12.233,34.890,3.092,7.131,11.389
32.156,5.406,19.570,8.867,5.863,8.696,0.380,19.730,34.048,15.150
1.104,34.899,1.574,0.951,24.660,6.662,2.047,9.920,13.199,1.116
37.366,11.214,22.827,0.835,17.971,10.295,7.974,3.785,4.951,12.748
33.011,23.986,46.879,7.440,3.204,6.227,42.298,1.832,27.654,0.040
2.241,8.393,2.193,2.960,10.643,6.734,1.644,15.894,0.175,15.067
16.967,1.915,12.268,2.770,19.128,2.926,4.260,36.001,18.733,11.501
27.397,1.804,4.974,4.338,2.830,19.460,0.898,6.834,16.915,21.202
6.940,3.472,33.302,2.743,0.823,31.213,0.885,1.488,11.506,11.417
3.520,10.876,0.267,3.000,3.456,0.267,44.180,3.133,0.087,9.887
23.389,10.741,27.608,2.132,13.995,12.957,25.395,37.305,9.819,13.673
15.630,24.280,19.021,28.413,0.152,16.673,48.656,38.504,12.766,3.349
2.377,19.038,6.813,12.172,5.231,4.561,2.847,2.148,5.897,2.879
23.261,7.609,6.657,5.201,27.047,7.061,7.111,40.415,35.698,1.220
10.015,7.918,6.045,2.159,3.240,9.799,4.809,1.396,1.029,17.958
35.407,6.638,4.838,8.787,17.202,3.187,7.042,15.527,6.036,0.934
9.882,23.865,9.357,7.314,1.807,15.484,1.865,19.367,8.267,0.144
6.708,1.527,31.014,21.081,10.956,0.603,10.965,8.267,16.848,21.622
0.274,37.990,3.718,5.953,7.207,8.145,0.537,43.108,1.797,7.955
22.858,10.785,38.120,19.306,1.782,26.576,31.890,8.076,0.562,25.752
1.084,39.139,1.846,14.169,3.892,5.292,25.647,2.669,1.848,4.736
19.605,10.677,13.178,5.294,29.286,45.016,30.796,1.048,13.081,34.192
17.181,6.125,4.816,11.926,3.664,2.865,6.038,22.245,2.975,9.316
5.366,4.084,13.663,11.146,1.993,47.489,29.693,6.791,12.696,7.163
6.333,31.149,7.138,17.283,31.507,13.989,7.372,13.915,8.706,3.396
2.265,17.109,18.274,12.154,10.501,7.592,27.887,7.396,2.649,7.183
1.723,25.127,26.267,11.909,13.155,13.707,22.674,8.682,2.083,20.956
9.355,8.458,19.548,1.719,6.754,5.204,0.974,15.073,25.702,3.417
8.075,1.040,6.213,3.548,8.056,0.989,31.528,6.470,2.795,22.777
27.682,23.980,22.472,32.708,21.554,14.227,12.936,8.548,9.039,5.577
29.047,10.727,0.620,1.691,21.494,22.039,13.870,2.869,31.068,3.985
4.597,14.911,29.409,28.120,18.813,9.350,20.821,24.689,0.432,0.845
1.579,0.690,17.063,5.140,2.354,17.702,5.931,42.045,18.827,19.548
27.142,1.524,1.057,7.877,17.598,11.251,18.374,1.653,3.128,3.741
11.440,23.727,9.366,7.601,2.661,0.085,21.012,7.417,28.719,2.089
17.496,10.031,0.004,2.950,8.745,21.364,5.484,5.912,30.657,0.021
4.289,8.080,29.146,19.313,13.043,1.511,11.776,7.555,18.273,2.043
0.518,5.479,9.791,0.146,7.702,12.081,26.677,0.177,0.294,10.862
6.440,12.368,0.916,1.879,3.074,9.663,21.774,7.408,16.077,8.656
13.727,4.829,15.891,4.157,20.049,14.970,1.160,28.885,16.563,30.614
7.272,2.755,35.935,2.869,23.778,17.218,1.297,13.713,2.255,25.787
35.861,6.433,26.571,5.438,25.117,24.649,27.644,11.223,18.603,3.432
1.475,13.502,17.908,11.764,19.845,8.653,21.008,8.505,27.415,15.034
2.509,1.224,6.978,0.876,31.636,15.314,3.219,6.442,1.077,1.996
20.260,22.744,12.852,1.624,46.130,40.111,3.193,0.637,16.133,0.522
7.788,12.495,16.985,27.749,10.578,14.891,10.407,1.763,21.278,5.249
38.113,4.377,8.478,23.919,14.225,42.172,17.046,0.500,14.288,12.262
0.391,13.682,12.103,15.800,6.740,6.621,45.104,17.536,1.193,25.541
0.194,1.635,1.030,25.860,1.927,6.460,0.880,0.900,0.655,22.905
0.069,4.561,25.126,7.848,35.757,4.906,20.935,18.306,14.063,5.120
14.515,9.830,7.738,2.297,14.873,1.213,16.259,1.787,44.370,14.202
21.681,10.341,3.219,19.625,22.692,3.383,0.165,30.482,37.590,18.539
12.315,11.738,5.704,30.632,25.478,0.763,0.423,12.837,15.862,0.111
33.393,35.646,0.187,1.751,1.381,19.290,2.968,13.563,3.062,0.456
29.297,30.859,3.626,23.586,0.413,0.070,18.370,5.041,4.417,1.700
10.407,25.521,23.295,1.220,4.231,1.118,20.184,31.917,16.093,3.872
7.558,28.407,18.955,2.844,4.087,4.079,7.415,20.609,3.624,3.583
10.545,10.644,46.175,9.843,20.664,0.278,27.702,4.159,37.837,3.674
7.909,22.803,15.503,15.728,21.869,3.498,32.089,16.503,3.459,32.041
27.167,28.036,0.089,0.684,3.891,0.084,2.527,25.479,2.890,12.392
20.900,6.223,0.789,2.523,4.276,26.978,14.118,9.714,43.241,3.652
17.267,17.311,16.567,24.130,20.493,5.363,1.996,15.564,8.240,1.289
13.083,3.025,7.577,5.602,10.202,1.976,21.492,39.264,2.390,5.988
4.948,39.692,11.266,13.015,3.080,1.610,5.311,6.075,22.451,6.242
9.455,2.513,24.179,11.338,44.684,3.367,4.043,24.483,6.273,7.278
11.123,5.783,20.202,3.300,22.574,24.459,1.182,1.682,28.085,2.849
7.546,13.445,25.802,18.211,41.688,16.335,10.455,0.701,11.446,3.470
34.157,13.472,16.404,3.889,1.266,13.257,5.635,13.997,27.507,39.339
16.668,21.985,2.126,6.061,2.380,8.590,34.321,27.933,3.081,29.497
8.970,10.754,9.409,6.006,39.286,0.059,7.164,34.748,1.079,8.389
1.380,19.168,31.232,2.693,8.912,7.137,5.482,0.435,4.283,5.772
12.918,8.320,2.986,16.753,5.228,23.052,2.187,6.234,31.221,35.462
1.528,11.119,17.087,3.776,5.520,4.184,7.805,32.230,10.566,31.319
25.883,17.719,15.615,10.879,32.627,8.735,36.955,1.147,3.040,2.888
4.210,16.640,8.582,8.292,8.664,5.937,7.197,0.483,5.650,18.954
10.249,4.641,9.659,0.873,43.879,10.395,24.618,4.148,2.666,0.057
33.615,1.637,1.925,6.907,35.997,4.685,0.516,4.099,1.909,9.288
2.229,6.149,9.184,2.633,0.276,13.828,1.589,21.755,12.787,1.189
47.920,27.950,29.691,1.073,21.182,4.016,24.747,25.352,39.755,3.475
17.455,35.470,5.413,2.475,37.130,8.126,8.428,3.873,4.577,33.085
1.670,10.213,10.912,0.870,1.319,0.014,31.268,19.471,0.442,11.003
7.902,1.692,7.299,5.533,34.481,3.970,7.643,13.362,11.413,12.462
15.636,2.202,25.660,21.514,1.504,20.159,6.754,15.236,2.894,8.240
7.204,15.093,29.072,2.081,1.241,23.537,15.299,1.623,21.184,10.120
32.744,8.808,30.218,9.643,19.493,44.548,20.492,11.880,45.770,4.204
1.516,42.639,23.155,4.599,13.503,10.532,0.429,12.372,1.341,11.515
6.774,22.535,38.740,32.717,0.512,0.345,18.549,0.898,7.292,16.954
34.177,0.565,28.688,7.907,0.686,1.975,17.887,29.449,5.567,6.509
15.928,21.625,15.697,3.514,25.891,26.951,9.931,14.308,4.461,7.360
4.796,28.078,4.798,21.558,14.666,13.728,4.732,8.768,8.766,2.622
39.082,15.846,19.966,16.233,11.489,6.777,25.755,2.945,46.825,10.388
4.412,30.822,24.793,18.266,36.673,3.900,3.612,8.185,3.832,10.283
11.806,2.036,0.737,9.171,22.576,3.475,17.045,25.284,17.165,14.399
7.315,41.237,12.677,10.413,5.902,14.121,30.037,3.233,34.004,0.975
1.618,10.409,1.274,15.567,19.969,10.157,12.441,7.153,7.151,2.342
25.807,20.821,16.979,34.860,10.853,32.548,8.726,8.364,0.338,25.347
13.713,19.349,0.796,6.804,10.188,6.482,6.565,0.811,15.378,28.141
16.295,11.026,9.586,1.516,7.173,13.862,0.113,10.132,11.552,23.999
18.066,30.744,1.560,9.515,2.556,8.426,22.232,11.645,10.922,3.165
6.049,0.129,7.358,44.535,25.747,1.375,6.097,11.369,34.756,24.727
15.686,29.374,5.117,3.081,0.065,7.697,11.767,48.298,13.056,23.736
5.880,18.482,4.329,14.281,3.187,0.250,12.091,1.727,10.920,43.314
13.453,3.120,4.183,43.885,2.481,4.695,10.055,13.077,20.397,0.475
0.173,17.190,43.667,0.874,0.951,15.817,31.952,45.738,19.170,8.784
1.517,1.502,12.823,11.551,18.676,2.245,1.859,8.996,15.625,21.656
9.309,26.753,3.996,1.321,33.742,3.966,1.031,1.162,16.029,1.623
5.696,36.298,5.011,6.659,23.661,3.713,11.073,2.454,6.781,0.381
2.340,18.571,1.743,47.212,6.788,9.094,30.357,10.907,7.274,19.296
29.927,15.041,12.116,23.576,16.020,2.628,7.600,2.067,26.191,2.198
9.582,7.994,1.927,25.706,7.715,10.975,25.055,4.188,21.812,4.167
17.342,2.750,0.340,0.245,32.292,44.138,3.507,1.006,39.333,7.661
0.565,3.963,13.383,14.713,3.148,12.448,1.837,9.071,15.427,5.325
12.877,36.327,9.159,18.809,2.253,5.333,12.230,7.592,3.064,2.225
5.553,18.340,22.449,15.338,33.315,10.260,2.634,24.690,16.655,25.791
11.600,9.727,39.900,33.018,18.160,25.998,9.647,15.768,3.657,20.349
10.584,0.135,1.233,11.758,2.040,10.213,27.992,10.582,1.799,10.856
14.358,21.789,6.972,7.227,13.780,10.368,0.730,20.558,8.646,32.594
17.238,3.083,12.364,40.818,7.166,3.268,14.094,1.286,8.520,35.496
19.522,3.247,7.195,2.719,2.263,14.883,10.524,24.145,20.114,3.511
6.285,11.694,14.286,20.177,26.145,2.305,23.119,7.484,8.060,18.497
28.155,2.196,1.112,24.113,26.349,12.815,2.268,24.981,9.190,20.789
7.963,9.276,17.529,21.211,10.579,27.001,3.191,7.740,5.503,1.924
0.504,3.961,3.665,12.314,15.974,5.770,11.435,2.956,10.415,31.291
0.121,11.593,1.199,3.477,0.968,17.005,14.186,38.306,3.814,0.095
47.846,8.799,4.910,10.255,3.729,17.691,12.555,1.534,10.249,39.438
7.233,17.554,24.003,38.016,9.087,11.135,13.275,12.896,11.330,7.599
29.570,45.315,1.085,2.357,11.606,10.933,31.184,7.242,40.212,30.246
9.574,12.358,3.356,11.909,14.797,6.750,21.044,31.231,6.083,12.637
2.771,13.648,29.165,13.673,8.937,30.557,6.406,0.085,2.701,6.034
6.642,1.691,0.481,1.267,18.142,27.137,6.283,9.973,16.504,2.811
10.131,25.547,2.614,17.779,31.536,1.638,26.208,35.236,13.915,2.770
36.419,6.613,5.446,2.657,18.359,9.708,4.180,22.818,28.507,11.938
7.700,2.219,22.265,23.085,1.021,9.568,0.029,1.871,12.901,2.683
0.906,37.241,44.886,16.952,30.055,6.437,16.702,12.630,6.049,15.893
